,collisions,speed (on enter),braking force,braking force (norm),dtc (front),ttc (front),dtc (inter),dtc (approach),tl state (on enter),foes in inter (on enter),time (on enter),time (end),n stops,side move,run red light,envelope_id,stage,is_target
181,[],11.205063,0.0,0.0,26.111111111111086,23.499999999999986,0.9097181870070661,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_right2' 'wb_left1' 'wb_left2' 'wb_right2' 'wb_straight2'],5.5,9.699999999999996,0.0,-1.0,False,0,brrt,False
182,[],4.0445466106589505,3.669930394636176,0.7339860789272352,2.0010000000000328,1.044674831724755,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",18.0,24.5,1.0,-1.0,False,0,brrt,False
183,[],11.266666666666643,0.0,0.0,29.166666666666742,206.66682281633715,0.9002435746200357,1.4077223266664873,rrrGGgrrrGGg,['eb_left1' 'eb_left2' 'wb_left2' 'wb_straight3'],7.100000000000001,10.800000000000004,0.0,-1.0,False,0,brrt,False
184,[],10.05010273890816,0.3295674298576934,0.06591348597153868,13.142283195755942,5.177617607387837,0.9002435746200378,1.407678264992583,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_left2'
 'wb_right2' 'wb_straight2']",5.600000000000001,9.800000000000004,0.0,-1.0,False,0,brrt,False
185,[],0.1,3.9321852578533116,0.7864370515706623,2.029420738639089,1.0089116919264158,1.0331915712578459,1.400000000000034,rrGrrrrrGrrr,['eb_left1' 'nb_left2' 'sb_left2'],6.399999999999999,15.199999999999996,1.0,6.199999999999996,True,0,brrt,True
186,[],5.316147290218838,3.606783713134427,0.7213567426268854,2.0010000000000328,1.0540668930459176,0.903807824118396,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_straight1' 'eb_straight2' 'wb_left2' 'wb_left3'
 'wb_straight2' 'wb_straight3']",21.199999999999996,26.999999999999993,2.0,-1.0,False,0,brrt,False
187,[],5.504662328252307,3.7258655849888545,0.7451731169977709,2.0010000000000328,1.0370725792976894,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right4' 'wb_straight2' 'wb_straight3']",18.5,24.199999999999996,1.0,-1.0,False,0,brrt,False
188,[],5.504662328252307,3.7647836638922696,0.7529567327784539,2.0010000000000328,1.0314282443424685,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right4' 'wb_straight2' 'wb_straight3']",18.5,24.199999999999996,1.0,-1.0,False,0,brrt,False
189,[],5.504662328252307,3.646900988874513,0.7293801977749026,2.0010000000000328,1.0486921140879533,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right4' 'wb_straight2' 'wb_straight3']",23.5,29.199999999999996,1.0,-1.0,False,0,brrt,False
190,[],5.504662328252307,2.64282664870811,0.528565329741622,2.0010000000000328,1.2347927077421699,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left4' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left2' 'wb_left3'
 'wb_right2' 'wb_right3' 'wb_straight1' 'wb_straight2']",27.5,33.199999999999996,1.0,-1.0,False,0,brrt,False
191,[],5.504662328252307,3.9357888809209207,0.7871577761841841,2.0010000000000328,1.0088951763004965,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right4' 'wb_straight2' 'wb_straight3']",14.5,20.199999999999996,1.0,-1.0,False,0,brrt,False
192,[],11.188888888888863,0.0,0.0,29.444444444444457,55.14198807110648,0.9002435746200464,1.400000000000034,rrrGGgrrrGGg,['eb_left2' 'eb_right3' 'wb_left1' 'wb_left2' 'wb_straight3'],7.300000000000004,10.999999999999993,0.0,-1.0,False,0,brrt,False
193,"[{'lane': '1si_0', 'other id': 'eb_right1', 'other speed': 3.3000000000000016, 'other type': 'Car', 'pos': 200.88772552635743, 'speed': 0.08442101869529484, 'status': 'collider', 'time': 20.299999999999997}
 {'lane': '1si_0', 'other id': 'eb_right2', 'other speed': 2.244546610658949, 'other type': 'Car', 'pos': 194.6860683877353, 'speed': 0.08442101869529484, 'status': 'victim', 'time': 20.299999999999997}]",12.99,9.000000000000004,2.000000000000001,2.0010000000000328,1.0667983793092009,0.9125026408256572,1.2333355720175934,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'nb_left2' 'sb_left1' 'sb_left2' 'wb_left1'
 'wb_right1' 'wb_straight1']",20.4,29.5,2.0,20.199999999999996,False,0,brrt,True
194,[],11.266666666666643,0.0,0.0,29.41666666666674,65.48209259735582,0.9002435746200357,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_right2' 'wb_left1' 'wb_left2' 'wb_straight3'],7.100000000000001,10.800000000000004,0.0,-1.0,False,0,brrt,False
195,[],10.668965738300535,0.0,0.0,14.87208881503242,16.600734357068312,0.9154720014453439,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_straight2' 'wb_left1' 'wb_left2'],7.5,11.5,0.0,-1.0,False,0,brrt,False
196,[],5.504662328252307,2.2464603113078763,0.44929206226157525,2.0010000000000328,1.3479737181353428,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right3' 'eb_right4' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",16.5,22.199999999999996,1.0,-1.0,False,0,brrt,False
197,[],5.504662328252307,2.948232645552326,0.5896465291104651,2.0010000000000328,1.1671614696684747,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",21.5,27.199999999999996,1.0,-1.0,False,0,brrt,False
198,[],5.504662328252307,3.5638176912183894,0.7127635382436779,2.0010000000000328,1.0605429803216855,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",17.5,23.199999999999996,1.0,-1.0,False,0,brrt,False
199,[],3.7645812123796114,3.543337117476746,0.7086674234953492,6.097544241403052,1.3875283609230216,0.9002435746200822,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_left2'
 'wb_straight1']",7.899999999999999,14.600000000000001,0.0,-1.0,False,0,brrt,False
200,[],5.264873045144969,2.0289400163760574,0.4057880032752115,3.07802608053072,2.02974640936501,0.9002965491583866,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_straight2' 'wb_straight3']",11.5,17.299999999999997,0.0,-1.0,False,0,brrt,False
201,[],5.504662328252307,3.48307656754854,0.696615313509708,2.0010000000000328,1.072244976943157,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left4' 'eb_right2' 'eb_right4' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right3' 'wb_right4' 'wb_straight2' 'wb_straight3']",37.5,43.199999999999996,1.0,-1.0,False,0,brrt,False
202,[],12.722222222222204,0.6935649239018282,0.13871298478036564,20.12027345830404,6.628677798403581,0.9078536800787448,1.4077223266664873,rrrGGgrrrGGg,['eb_left1' 'eb_left2' 'eb_right2' 'wb_left1' 'wb_right2' 'wb_straight2'],5.5,9.0,0.0,-1.0,False,0,brrt,False
203,[],4.0445466106589505,3.7968616940949396,0.7593723388189879,2.0010000000000328,1.0270550229252642,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight2' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",18.0,24.5,1.0,-1.0,False,0,brrt,False
204,[],4.0445466106589505,3.7444907079397938,0.7488981415879588,2.0010000000000328,1.0343525308696289,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",26.0,32.5,1.0,-1.0,False,0,brrt,False
205,[],5.425376139164366,3.183892520631196,0.6367785041262393,2.0010000000000328,1.1220756092452955,0.900243574620058,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right3' 'eb_straight1' 'eb_straight2'
 'wb_left1' 'wb_left2' 'wb_right3' 'wb_straight2' 'wb_straight3']",17.799999999999997,23.5,1.0,-1.0,False,0,brrt,False
206,[],4.0445466106589505,3.9321852578533116,0.7864370515706623,2.0010000000000328,1.0089116919264158,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",24.0,30.5,1.0,-1.0,False,0,brrt,False
207,"[{'lane': '1si_0', 'other id': 'eb_right1', 'other speed': 0.7999999999999999, 'other type': 'Car', 'pos': 199.31899999999996, 'speed': 0.11697780687839794, 'status': 'victim', 'time': 9.799999999999997}]",0.0,4.0134272126865165,0.8026854425373033,2.0010000000000328,0.9996265602133179,0.9016898232445357,1.400000000000034,rrrGGgrrrGGg,['nb_left2' 'sb_left1' 'sb_left2'],9.899999999999999,20.6,2.0,9.699999999999996,False,0,brrt,True
208,[],5.276201611808298,3.783188299662957,0.7566376599325915,2.0010000000000328,1.0285499100218258,0.9052752962523731,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_left3' 'eb_right4' 'eb_straight1' 'eb_straight2'
 'nb_left3' 'nb_left4' 'wb_left2' 'wb_left3']",22.1,27.9,1.0,-1.0,False,0,brrt,False
209,[],5.302338112959634,3.743676840102874,0.7487353680205748,2.0010000000000328,1.0341421165035574,0.9088492122453983,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right4' 'eb_straight1' 'eb_straight2'
 'nb_left3' 'wb_left2' 'wb_left3']",20.299999999999997,26.1,1.0,-1.0,False,0,brrt,False
210,[],5.504662328252307,3.7077376656173615,0.7415475331234723,2.0010000000000328,1.0396587949856322,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left2'
 'wb_left3' 'wb_right2' 'wb_straight2' 'wb_straight4']",16.5,22.199999999999996,1.0,-1.0,False,0,brrt,False
211,[],5.504662328252307,3.532095356991163,0.7064190713982326,2.0010000000000328,1.0645754257318127,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",38.5,44.199999999999996,1.0,-1.0,False,0,brrt,False
212,[],5.504662328252307,2.764041451889112,0.5528082903778224,2.0010000000000328,1.2053150336716467,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",38.5,44.199999999999996,1.0,-1.0,False,0,brrt,False
213,[],10.855555555555533,0.0,0.0,16.753917254173075,12.07843877559581,0.9039927258746234,1.400000000000034,rrrGGgrrrGGg,"['eb_left2' 'eb_left3' 'eb_right3' 'eb_straight2' 'wb_left1' 'wb_left2'
 'wb_right3' 'wb_straight3']",7.799999999999997,11.699999999999996,0.0,-1.0,False,0,brrt,False
214,[],4.0445466106589505,3.5618530129401083,0.7123706025880217,2.0010000000000328,1.0603563145604233,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",23.0,29.5,1.0,-1.0,False,0,brrt,False
215,[],3.1501600620148507,2.8287477420864438,0.5657495484172888,5.786317051094671,2.686824816534023,0.9030925875166985,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right3' 'eb_straight1' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right4' 'wb_straight2' 'wb_straight3']",10.799999999999997,17.9,0.0,-1.0,False,0,brrt,False
216,[],11.855555555555533,0.0,0.0,29.472222222222232,9999.0,0.9058837251999866,1.4090935511504767,rrrGGgrrrGGg,['eb_left1' 'eb_left2' 'wb_left1' 'wb_right2' 'wb_straight3'],6.299999999999997,9.899999999999999,0.0,-1.0,False,0,brrt,False
217,[],4.0445466106589505,3.6944059364048543,0.7388811872809709,2.0010000000000328,1.041366969455424,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",20.0,26.5,1.0,-1.0,False,0,brrt,False
218,[],3.9313968222905515,3.8234227370778218,0.7646845474155644,2.169689611510705,1.0232114966659895,0.9076432148493397,1.400000000000034,rrrGGgrrrGGg,"['eb_left3' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right2'
 'wb_straight1' 'wb_straight2']",11.0,17.6,0.0,-1.0,False,0,brrt,False
219,[],4.706068701969396,2.5693085647550173,0.5138617129510035,3.4964084699923297,1.875038102921105,0.9002435746200438,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right3' 'eb_straight2' 'nb_right1' 'wb_left1'
 'wb_left2' 'wb_straight3']",6.600000000000001,16.4,0.0,-1.0,False,0,brrt,False
220,[],4.0445466106589505,3.90454848819465,0.78090969763893,2.0010000000000328,1.0124242344292493,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",25.0,31.5,1.0,-1.0,False,0,brrt,False
221,[],5.274979781909839,3.5838852084753947,0.7167770416950789,2.0010000000000328,1.058050210822426,0.9042675211842743,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right4' 'eb_straight1' 'eb_straight2'
 'wb_left1' 'wb_right3' 'wb_straight1' 'wb_straight2']",20.0,25.9,1.0,-1.0,False,0,brrt,False
222,[],10.64090812005769,0.49038426712517236,0.09807685342503447,12.79628412668501,7.187419516084596,0.9015704516609753,2.9240921799256565,rrrGGgrrrGGg,['eb_straight1' 'wb_left1' 'wb_left2' 'wb_straight2'],5.899999999999999,10.5,0.0,-1.0,False,0,brrt,False
223,[],8.433292763622301,2.8610176240089125,0.5722035248017825,8.397313317634485,9999.0,0.9002435746200362,1.521583558585819,rrrGGgrrrGGg,"['eb_left1' 'eb_right2' 'nb_left1' 'nb_right1' 'wb_left1' 'wb_left2'
 'wb_straight2']",5.699999999999996,13.699999999999996,0.0,-1.0,False,0,brrt,False
224,[],10.855555555555533,0.0,0.0,29.388888888888914,40.543349440536915,0.9002435746200547,1.400000000000034,rrrGGgrrrGGg,['eb_left2' 'eb_right3' 'wb_left2' 'wb_left3' 'wb_right3' 'wb_straight3'],7.799999999999997,11.600000000000001,0.0,-1.0,False,0,brrt,False
225,"[{'lane': '1si_0', 'other id': 'eb_right1', 'other speed': 3.3000000000000016, 'other type': 'Car', 'pos': 200.88772552635743, 'speed': 0.08442101869529484, 'status': 'collider', 'time': 9.299999999999997}
 {'lane': '1si_0', 'other id': 'eb_right2', 'other speed': 2.244546610658949, 'other type': 'Car', 'pos': 194.6860683877353, 'speed': 0.08442101869529484, 'status': 'victim', 'time': 9.299999999999997}]",11.552385,9.000000000000004,2.000000000000001,2.0010000000000328,0.9892967494026387,0.9002435746200415,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_right1' 'sb_left2' 'wb_left1' 'wb_right1' 'wb_straight1'],9.399999999999999,31.4,2.0,9.199999999999996,False,0,brrt,True
226,[],3.194689381445226,3.576430575212184,0.7152861150424368,2.0010000000000328,1.0588595466736541,0.9028831341403104,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_straight1' 'eb_straight2' 'wb_left1' 'wb_left2'
 'wb_straight2' 'wb_straight3']",19.6,26.699999999999996,1.0,-1.0,False,0,brrt,False
227,[],5.083877760662343,3.846323106529388,0.7692646213058776,2.0010000000000328,1.0203397668483318,0.9002435746200657,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight1'
 'eb_straight2' 'wb_left1' 'wb_right2' 'wb_right4' 'wb_straight1'
 'wb_straight3']",13.5,19.699999999999996,1.0,-1.0,False,0,brrt,False
228,[],5.108184904427088,3.8737877313671865,0.7747575462734373,2.0010000000000328,1.0164707321818056,0.9002435746200451,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight1'
 'eb_straight2' 'wb_left1' 'wb_right2' 'wb_right4' 'wb_straight1'
 'wb_straight3']",13.600000000000001,19.699999999999996,1.0,-1.0,False,0,brrt,False
229,[],3.738039939682842,3.7444907079397938,0.7488981415879588,2.0010000000000328,1.0343525308696289,0.9050306576896013,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right1' 'eb_straight1' 'nb_left1' 'nb_left2'
 'wb_left3' 'wb_right2']",28.299999999999997,35.0,1.0,-1.0,False,0,brrt,False
230,[],3.7236874110120226,2.782557071444156,0.5565114142888312,5.908181016193716,1.6047955587099303,0.9002435746200798,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right1' 'eb_straight1' 'wb_left1' 'wb_right2'
 'wb_straight1']",8.799999999999997,15.600000000000001,0.0,-1.0,False,0,brrt,False
231,[],5.504725568440122,3.7438566126538175,0.7487713225307635,2.0050449722860435,1.0341696912905445,0.909886290147916,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",12.5,18.199999999999996,1.0,-1.0,False,0,brrt,False
232,[],11.624447393076984,0.25569295249477264,0.05113859049895453,13.049596637672153,13.83402989246573,0.9002435746200543,4.026436161202177,rrrGGgrrrGGg,['eb_left1' 'eb_right2' 'eb_straight2' 'wb_left1' 'wb_left2' 'wb_right2'],5.699999999999996,9.899999999999999,0.0,-1.0,False,0,brrt,False
233,[],5.504662328252307,3.429866834512054,0.6859733669024108,2.0010000000000328,1.0805163570255192,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",17.5,23.199999999999996,1.0,-1.0,False,0,brrt,False
234,[],5.504662328252307,2.6262171074530727,0.5252434214906145,2.0010000000000328,1.2373832194448142,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",19.5,25.199999999999996,1.0,-1.0,False,0,brrt,False
235,[],9.666135821065684,0.8241502360312936,0.1648300472062587,12.556408634209006,4.203497516810919,0.9075338327209422,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right1' 'eb_straight1' 'nb_left1' 'wb_left1'
 'wb_left2' 'wb_right1' 'wb_straight1']",5.299999999999997,10.0,0.0,-1.0,False,0,brrt,False
236,[],8.784015838954192,4.80686189197197,0.9613723783943939,29.527777777777768,101.58702795420157,0.9002435746200799,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right1' 'sb_straight1' 'wb_left1' 'wb_left2'
 'wb_straight2']",6.799999999999997,11.399999999999999,0.0,-1.0,False,0,brrt,False
237,[],4.0445466106589505,3.581430738173985,0.716286147634797,2.0010000000000328,1.0571838299429128,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",24.0,30.5,1.0,-1.0,False,0,brrt,False
238,[],12.387102,0.0,0.0,27.9444444444444,50.29999999999994,0.9003342428587416,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_right1' 'wb_left1' 'wb_left2' 'wb_straight2'],4.699999999999996,8.5,0.0,-1.0,False,0,brrt,False
239,[],5.504662328252307,3.165825183027837,0.6331650366055674,2.0010000000000328,1.125390740854014,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left3' 'eb_left4' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",24.5,30.199999999999996,1.0,-1.0,False,0,brrt,False
240,[],4.0445466106589505,3.7708421677008364,0.7541684335401673,2.0010000000000328,1.0312195800041632,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left2' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",22.0,28.5,1.0,-1.0,False,0,brrt,False
241,[],5.504662328252307,2.8423155844177574,0.5684631168835514,2.0010000000000328,1.1890562061801777,0.9098932308876247,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left2'
 'wb_left3' 'wb_right2' 'wb_right3' 'wb_straight2' 'wb_straight3']",16.5,22.199999999999996,1.0,-1.0,False,0,brrt,False
242,[],4.0445466106589505,3.602181425219492,0.7204362850438983,2.0010000000000328,1.0547218136170562,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",18.0,24.5,1.0,-1.0,False,0,brrt,False
243,[],4.0445466106589505,3.851000199530296,0.7702000399060591,2.0010000000000328,1.0194488920664753,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight2' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",26.0,32.5,1.0,-1.0,False,0,brrt,False
244,[],11.266666666666643,0.0,0.0,29.305555555555596,1400.5655862579843,0.9002435746200536,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right3' 'wb_left1' 'wb_left2' 'wb_straight2'
 'wb_straight3']",7.100000000000001,10.899999999999999,0.0,-1.0,False,0,brrt,False
245,[],4.0445466106589505,3.6472768935117195,0.7294553787023439,2.0010000000000328,1.0477712515760116,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",30.0,36.5,1.0,-1.0,False,0,brrt,False
246,[],8.903027554875127,5.000000000000053,1.0000000000000133,28.999999999999996,9999.0,0.9002895691989904,1.4077223266664873,rrrGGgrrrGGg,"['eb_left1' 'eb_left2' 'eb_right2' 'nb_left1' 'wb_left1' 'wb_left2'
 'wb_straight2']",5.699999999999996,17.6,1.0,-1.0,False,0,brrt,False
247,[],9.76729144872658,0.0,0.0,12.641213614353735,7.708079260164279,0.912323989881991,2.229342675711639,rrrGGgrrrGGg,['eb_left2' 'eb_straight2' 'wb_left1' 'wb_left2'],6.699999999999996,10.899999999999999,0.0,-1.0,False,0,brrt,False
248,[],4.0445466106589505,3.669930394636176,0.7339860789272352,2.0010000000000328,1.044674831724755,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",23.0,29.5,1.0,-1.0,False,0,brrt,False
249,[],11.266666666666643,0.0,0.0,29.611111111111143,9999.0,0.9058108156621486,1.4077223266664873,rrrGGgrrrGGg,['eb_left1' 'eb_left2' 'wb_left1' 'wb_left2' 'wb_right2' 'wb_straight3'],7.100000000000001,11.100000000000001,0.0,-1.0,False,0,brrt,False
250,[],3.753785148777566,3.5427784337649726,0.7085556867529945,4.197172096793906,1.2774803421851626,0.9069121881753069,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_straight1']",8.899999999999999,15.600000000000001,0.0,-1.0,False,0,brrt,False
251,[],0.5,5.000000000000228,1.000000000000057,10.057181031573919,2.9643439013999555,1.4023561638220967,1.400000000000034,rrrGGgrrrGGg,['eb_left2' 'eb_left3' 'sb_left1' 'wb_left4'],25.999999999999993,35.4,1.0,-1.0,False,0,brrt,False
252,[],11.464643251256472,0.0,0.0,15.797306933854088,11.414285714285722,0.9130177549347304,3.980345228072711,rrrGGgrrrGGg,"['eb_left2' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_left2' 'wb_right2'
 'wb_straight2']",6.199999999999996,10.0,0.0,-1.0,False,0,brrt,False
253,[],5.500634529557854,3.614620330674976,0.7229240661349952,2.015591563049611,1.0529586822620796,0.9094820795273754,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_left3' 'eb_right2' 'eb_right3' 'eb_straight2' 'wb_left1'
 'wb_left2' 'wb_right4' 'wb_straight3' 'wb_straight4']",12.5,18.199999999999996,0.0,-1.0,False,0,brrt,False
254,[],4.0445466106589505,3.8234227370784284,0.7646845474156857,2.0010000000000328,1.0232114966659895,0.900243574620084,1.400000000000034,rrrGGgrrrGGg,"['eb_left1' 'eb_right1' 'eb_right2' 'eb_straight1' 'wb_left1' 'wb_right1'
 'wb_right2' 'wb_straight1' 'wb_straight2']",22.0,28.5,1.0,-1.0,False,0,brrt,False
255,[],11.34444444444442,0.0,0.0,9999.0,9999.0,0.9044741659771369,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_left2' 'wb_left1' 'wb_left2' 'wb_right2'],6.899999999999999,10.699999999999996,0.0,-1.0,False,0,brrt,False
256,[],12.366666666666646,0.0,0.0,21.476492717478546,37.07874774474762,0.9002435746200396,1.400000000000034,rrrGGgrrrGGg,['eb_left1' 'eb_left2' 'wb_left1' 'wb_left2' 'wb_right2' 'wb_straight2'],5.699999999999996,9.199999999999996,0.0,-1.0,False,0,brrt,False
